course,DFWINC,daysregb4classstart,numaddlcourses,YearsofCollege,is_repeating_course,workingfulltime
ACCT100,0,43,5,2,0,0
ACCT100,0,10,3,2,0,0
ACCT100,0,10,3,2,0,0
ACCT100,0,38,2,2,0,0
ACCT100,0,74,2,2,0,0
ACCT100,0,74,2,2,0,0
ACCT100,0,50,4,3,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,5,2,1,0,0
ACCT100,0,46,2,2,0,0
ACCT100,0,0,2,2,0,0
ACCT100,0,49,2,2,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,71,3,2,0,0
ACCT100,0,19,4,2,0,0
ACCT100,0,190,3,2,0,0
ACCT100,0,124,4,2,0,0
ACCT100,0,190,3,2,0,0
ACCT100,0,62,2,2,0,0
ACCT100,0,42,2,2,0,0
ACCT100,0,49,4,2,0,0
ACCT100,0,49,4,2,0,0
ACCT100,0,148,4,2,0,0
ACCT100,0,148,4,2,0,0
ACCT100,0,42,2,2,0,0
ACCT100,0,46,2,1,0,0
ACCT100,0,46,2,1,0,0
ACCT100,0,42,2,2,0,0
ACCT100,0,46,2,1,0,0
ACCT100,0,42,2,1,0,0
ACCT100,0,69,2,2,0,0
ACCT100,0,47,5,2,0,0
ACCT100,0,44,3,2,0,0
ACCT100,0,49,4,2,0,0
ACCT100,0,51,2,2,0,0
ACCT100,0,98,4,2,0,0
ACCT100,0,57,3,2,0,0
ACCT100,0,66,3,1,0,0
ACCT100,0,44,4,2,0,0
ACCT100,0,93,3,3,0,0
ACCT100,0,44,3,2,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,58,4,2,0,0
ACCT100,0,44,5,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,262,2,3,0,0
ACCT100,0,11,2,2,0,0
ACCT100,0,29,4,2,0,0
ACCT100,0,52,5,3,0,0
ACCT100,0,50,4,2,0,0
ACCT100,0,1,1,1,0,0
ACCT100,0,0,1,1,1,0
ACCT100,0,0,1,2,0,0
ACCT100,0,48,3,2,0,0
ACCT100,0,23,0,2,0,0
ACCT100,0,8,4,2,0,0
ACCT100,0,42,0,1,0,0
ACCT100,0,0,3,1,1,0
ACCT100,0,46,5,2,0,0
ACCT100,0,41,4,2,0,0
ACCT100,0,11,5,2,0,0
ACCT100,0,48,0,2,0,0
ACCT100,0,94,3,2,0,0
ACCT100,0,49,2,2,0,0
ACCT100,0,127,4,2,0,0
ACCT100,0,86,2,2,0,0
ACCT100,0,86,2,2,0,0
ACCT100,0,51,2,2,0,0
ACCT100,0,38,2,2,0,0
ACCT100,0,41,3,2,0,0
ACCT100,0,21,0,2,0,0
ACCT100,0,44,2,2,0,0
ACCT100,0,126,1,2,0,0
ACCT100,0,44,2,2,0,0
ACCT100,0,75,4,2,0,0
ACCT100,0,35,2,2,0,0
ACCT100,0,74,5,2,0,0
ACCT100,0,135,1,2,0,0
ACCT100,0,5,2,2,0,0
ACCT100,0,4,3,2,0,0
ACCT100,0,8,3,2,0,0
ACCT100,0,127,4,2,0,0
ACCT100,0,83,2,3,0,0
ACCT100,0,199,2,2,0,0
ACCT100,0,199,2,1,0,0
ACCT100,0,199,2,2,0,0
ACCT100,0,83,3,2,0,0
ACCT100,0,48,2,2,0,0
ACCT100,0,98,4,2,0,0
ACCT100,0,165,1,2,0,0
ACCT100,0,20,0,1,0,0
ACCT100,0,94,3,2,0,0
ACCT100,0,46,0,1,0,0
ACCT100,0,116,3,2,0,0
ACCT100,0,51,4,2,0,0
ACCT100,0,44,1,2,0,0
ACCT100,0,46,3,2,0,0
ACCT100,0,126,4,2,0,0
ACCT100,0,71,3,2,0,0
ACCT100,0,92,4,2,0,0
ACCT100,0,86,2,2,0,0
ACCT100,0,52,1,2,0,0
ACCT100,0,49,2,2,0,0
ACCT100,0,17,3,1,0,0
ACCT100,0,42,2,2,0,0
ACCT100,0,80,2,2,0,0
ACCT100,0,48,0,2,0,0
ACCT100,0,18,0,2,0,0
ACCT100,0,40,0,2,0,0
ACCT100,0,0,0,1,1,0
ACCT100,0,32,0,2,0,0
ACCT100,0,23,1,2,0,0
ACCT100,0,2,1,1,1,0
ACCT100,0,2,1,1,1,0
ACCT100,0,3,0,2,1,0
ACCT100,0,3,3,2,0,0
ACCT100,0,30,2,2,0,0
ACCT100,0,31,0,1,0,0
ACCT100,0,54,1,2,0,0
ACCT100,0,6,0,1,0,0
ACCT100,0,0,0,1,1,0
ACCT100,0,14,0,1,0,0
ACCT100,0,15,1,1,0,0
ACCT100,0,18,0,2,0,0
ACCT100,0,71,0,2,0,0
ACCT100,0,10,2,2,0,0
ACCT100,0,10,2,2,0,0
ACCT100,0,51,2,2,0,0
ACCT100,0,38,2,2,0,0
ACCT100,0,48,1,2,0,0
ACCT100,0,1,0,3,0,0
ACCT100,0,9,4,2,0,0
ACCT100,0,44,1,2,0,0
ACCT100,0,11,6,2,0,0
ACCT100,0,0,0,2,1,0
ACCT100,0,13,1,1,0,0
ACCT100,0,5,1,2,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,26,1,1,0,0
ACCT100,0,26,1,1,0,0
ACCT100,0,14,1,1,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,82,3,2,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,44,2,2,0,0
ACCT100,0,14,1,1,0,0
ACCT100,0,124,2,2,0,0
ACCT100,0,7,1,2,0,0
ACCT100,0,16,1,1,0,0
ACCT100,0,90,1,2,0,0
ACCT100,0,13,1,1,0,0
ACCT100,0,62,1,1,0,0
ACCT100,0,106,1,2,0,0
ACCT100,0,6,1,1,0,0
ACCT100,0,6,1,1,0,0
ACCT100,0,1,1,1,0,0
ACCT100,0,11,4,2,0,0
ACCT100,0,4,1,1,0,0
ACCT100,0,1,1,1,1,0
ACCT100,0,46,3,2,0,0
ACCT100,0,0,2,2,0,0
ACCT100,0,1,2,2,0,0
ACCT100,0,40,2,2,0,0
ACCT100,0,0,0,1,1,0
ACCT100,0,12,1,1,1,0
ACCT100,0,24,3,2,0,0
ACCT100,0,75,2,3,0,0
ACCT100,0,71,4,2,0,0
ACCT100,0,209,2,1,0,0
ACCT100,0,2,1,1,0,0
ACCT100,0,13,2,1,0,0
ACCT100,0,15,2,1,0,0
ACCT100,0,95,2,2,0,0
ACCT100,0,24,1,2,0,0
ACCT100,0,107,2,2,0,0
ACCT100,0,107,2,2,0,0
ACCT100,0,107,2,2,0,0
ACCT100,0,107,2,2,0,0
ACCT100,0,34,2,2,0,0
ACCT100,0,38,3,2,0,0
ACCT100,0,38,3,2,0,0
ACCT100,0,15,2,1,0,0
ACCT100,0,6,1,2,0,0
ACCT100,0,81,2,1,0,0
ACCT100,0,82,2,1,0,0
ACCT100,0,81,2,1,0,0
ACCT100,0,14,2,1,0,0
ACCT100,0,81,2,1,0,0
ACCT100,0,70,4,2,0,0
ACCT100,0,81,2,1,0,0
ACCT100,0,34,2,1,0,0
ACCT100,0,12,2,1,0,0
ACCT100,0,23,2,1,0,0
ACCT100,0,61,2,1,0,0
ACCT100,0,21,2,2,0,0
ACCT100,0,34,2,1,0,0
ACCT100,0,77,2,1,0,0
ACCT100,0,23,2,1,0,0
ACCT100,0,61,2,1,0,0
ACCT100,0,34,2,1,0,0
ACCT100,0,11,2,2,0,0
ACCT100,0,63,2,1,0,0
ACCT100,0,27,2,1,0,0
ACCT100,0,41,2,1,0,0
ACCT100,0,146,2,2,0,0
ACCT100,0,27,2,1,0,0
ACCT100,0,36,2,2,0,0
ACCT100,0,157,2,1,0,0
ACCT100,0,123,2,2,0,0
ACCT100,0,21,2,2,0,0
ACCT100,0,75,2,1,0,0
ACCT100,0,33,2,1,0,0
ACCT100,0,45,2,1,0,0
ACCT100,0,34,2,1,0,0
ACCT100,0,33,2,1,0,0
ACCT100,0,4,2,2,0,0
ACCT100,0,117,2,2,0,0
ACCT100,0,45,2,2,0,0
ACCT100,0,14,2,1,0,0
ACCT100,0,24,2,1,0,0
ACCT100,0,81,2,1,0,0
ACCT100,0,63,2,1,0,0
ACCT100,0,4,1,2,0,0
ACCT100,0,24,2,1,0,0
ACCT100,0,18,2,1,0,0
ACCT100,0,56,2,1,0,0
ACCT100,0,124,2,1,0,0
ACCT100,0,60,2,1,0,0
ACCT100,0,124,2,1,0,0
ACCT100,0,99,2,1,0,0
ACCT100,0,99,2,2,0,0
ACCT100,0,3,2,2,0,0
ACCT100,0,15,2,2,0,0
ACCT100,0,63,2,1,0,0
ACCT100,0,17,2,2,0,0
ACCT100,0,42,2,2,0,0
ACCT100,0,124,2,1,0,0
ACCT100,0,209,2,1,0,0
ACCT100,0,40,2,1,0,0
ACCT100,0,33,2,1,0,0
ACCT100,0,15,2,2,0,0
ACCT100,0,13,2,1,0,0
ACCT100,0,21,2,1,0,0
ACCT100,0,20,2,2,0,0
ACCT100,0,24,0,2,0,0
ACCT100,0,21,2,1,0,0
ACCT100,0,62,2,1,0,0
ACCT100,0,42,3,2,0,0
ACCT100,0,145,3,2,0,0
ACCT100,0,20,3,1,0,0
ACCT100,0,0,0,0,1,0
ACCT100,0,16,3,1,0,0
ACCT100,0,16,3,1,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,27,3,1,0,0
ACCT100,0,88,3,1,0,0
ACCT100,0,48,3,2,0,0
ACCT100,0,168,3,2,0,0
ACCT100,0,5,3,1,0,0
ACCT100,0,13,1,2,0,0
ACCT100,0,19,3,1,0,0
ACCT100,0,11,3,2,0,0
ACCT100,0,76,3,2,0,0
ACCT100,0,39,3,2,0,0
ACCT100,0,72,2,2,0,0
ACCT100,0,35,3,1,0,0
ACCT100,0,2,17,1,0,0
ACCT100,0,54,3,1,0,0
ACCT100,0,119,1,2,0,0
ACCT100,0,34,3,1,0,0
ACCT100,0,119,1,2,0,0
ACCT100,0,25,3,1,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,21,1,1,0,0
ACCT100,0,21,1,1,0,0
ACCT100,0,21,1,1,0,0
ACCT100,0,6,1,1,0,0
ACCT100,0,61,3,1,0,0
ACCT100,0,103,3,1,0,0
ACCT100,0,8,3,2,0,0
ACCT100,0,33,3,1,0,0
ACCT100,0,62,3,1,0,0
ACCT100,0,35,3,1,0,0
ACCT100,0,35,3,1,0,0
ACCT100,0,93,3,2,0,0
ACCT100,0,49,3,2,0,0
ACCT100,0,30,3,1,0,0
ACCT100,0,53,3,2,0,0
ACCT100,0,88,3,2,0,0
ACCT100,0,43,3,2,0,0
ACCT100,0,17,3,1,0,0
ACCT100,0,16,3,1,0,0
ACCT100,0,16,3,1,0,0
ACCT100,0,119,1,2,0,0
ACCT100,0,15,3,1,0,0
ACCT100,0,96,3,1,0,0
ACCT100,0,0,4,1,0,0
ACCT100,0,139,3,2,0,0
ACCT100,0,64,3,2,0,0
ACCT100,0,119,1,2,0,0
ACCT100,0,8,5,2,0,0
ACCT100,0,103,3,2,0,0
ACCT100,0,103,3,1,0,0
ACCT100,0,11,4,1,0,0
ACCT100,0,74,3,1,0,0
ACCT100,0,33,3,1,0,0
ACCT100,0,15,4,1,0,0
ACCT100,0,6,3,1,0,0
ACCT100,0,6,3,1,0,0
ACCT100,0,15,4,1,0,0
ACCT100,0,5,3,2,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,10,3,1,0,0
ACCT100,0,95,3,2,0,0
ACCT100,0,18,3,2,0,0
ACCT100,0,1,1,2,0,0
ACCT100,0,9,1,2,0,0
ACCT100,0,6,3,2,0,0
ACCT100,0,57,2,0,0,0
ACCT100,0,3,1,1,0,0
ACCT100,0,74,3,0,0,0
ACCT100,0,51,3,2,0,0
ACCT100,0,28,1,1,0,0
ACCT100,0,65,1,2,0,0
ACCT100,0,19,5,2,0,0
ACCT100,0,17,4,2,0,0
ACCT100,0,23,1,1,0,0
ACCT100,0,7,4,2,0,0
ACCT100,0,23,1,1,0,0
ACCT100,0,113,1,2,0,0
ACCT100,0,74,3,1,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,23,1,1,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,84,1,1,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,92,1,2,0,0
ACCT100,0,58,1,1,0,0
ACCT100,0,19,2,2,0,0
ACCT100,0,26,1,2,0,0
ACCT100,0,47,1,1,0,0
ACCT100,0,1,4,2,0,0
ACCT100,0,9,3,2,0,0
ACCT100,0,7,1,2,0,0
ACCT100,0,42,9,2,0,0
ACCT100,0,0,4,2,0,0
ACCT100,0,3,2,1,0,0
ACCT100,0,75,5,2,0,0
ACCT100,0,11,4,1,0,0
ACCT100,0,311,2,2,0,0
ACCT100,0,14,1,1,0,0
ACCT100,0,7,4,2,0,0
ACCT100,0,7,2,2,0,0
ACCT100,0,0,2,2,0,0
ACCT100,0,49,3,2,0,0
ACCT100,0,71,2,2,0,0
ACCT100,0,60,1,2,0,0
ACCT100,0,3,2,1,0,0
ACCT100,0,58,3,2,0,0
ACCT100,0,45,3,2,0,0
ACCT100,0,100,1,2,0,0
ACCT100,0,100,1,2,0,0
ACCT100,0,76,2,2,0,0
ACCT100,0,46,2,2,0,0
ACCT100,0,3,4,2,0,0
ACCT100,0,12,4,1,0,0
ACCT100,0,46,2,2,0,0
ACCT100,0,46,2,3,0,0
ACCT100,0,2,5,2,0,0
ACCT100,0,9,3,3,0,0
ACCT100,0,63,3,2,0,0
ACCT100,0,8,3,2,0,0
ACCT100,0,37,1,1,0,0
ACCT100,0,37,1,1,0,0
ACCT100,0,5,5,2,0,0
ACCT100,0,17,4,2,0,0
ACCT100,0,9,3,2,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,39,3,2,0,0
ACCT100,0,26,3,2,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,7,5,1,0,0
ACCT100,0,80,3,2,0,0
ACCT100,0,47,3,2,0,0
ACCT100,0,47,3,2,0,0
ACCT100,0,32,2,2,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,55,2,2,0,0
ACCT100,0,101,2,2,0,0
ACCT100,0,40,2,2,0,0
ACCT100,0,76,3,2,0,0
ACCT100,0,32,2,2,0,0
ACCT100,0,20,3,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,17,4,2,0,0
ACCT100,0,1,2,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,67,3,2,0,0
ACCT100,0,40,2,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,45,2,2,0,0
ACCT100,0,71,2,1,0,0
ACCT100,0,37,4,2,0,0
ACCT100,0,37,4,2,0,0
ACCT100,0,37,4,2,0,0
ACCT100,0,25,2,2,0,0
ACCT100,0,37,4,2,0,0
ACCT100,0,22,3,2,0,0
ACCT100,0,33,2,1,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,72,3,2,0,0
ACCT100,0,73,1,2,0,0
ACCT100,0,43,2,2,0,0
ACCT100,0,42,4,2,0,0
ACCT100,0,42,4,2,0,0
ACCT100,0,33,2,1,0,0
ACCT100,0,66,3,2,0,0
ACCT100,0,9,2,3,0,0
ACCT100,0,9,2,2,0,0
ACCT100,0,50,2,2,0,0
ACCT100,0,172,1,2,0,0
ACCT100,0,29,4,2,0,0
ACCT100,0,80,2,2,0,0
ACCT100,0,25,2,2,0,0
ACCT100,0,62,1,2,0,0
ACCT100,0,28,3,2,0,0
ACCT100,0,97,2,2,0,0
ACCT100,0,72,2,2,0,0
ACCT100,0,14,5,2,0,0
ACCT100,0,46,5,1,0,0
ACCT100,0,50,3,2,0,0
ACCT100,0,48,3,2,0,0
ACCT100,0,45,5,2,0,0
ACCT100,0,44,6,2,0,0
ACCT100,0,50,2,2,0,0
ACCT100,0,21,2,2,0,0
ACCT100,0,28,5,1,0,0
ACCT100,0,7,1,2,0,0
ACCT100,0,46,2,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,64,4,2,0,0
ACCT100,0,39,4,2,0,0
ACCT100,0,25,3,2,0,0
ACCT100,0,29,2,2,0,0
ACCT100,0,92,2,2,0,0
ACCT100,0,180,0,2,0,0
ACCT100,0,180,0,2,0,0
ACCT100,0,180,0,2,0,0
ACCT100,0,180,0,2,0,0
ACCT100,0,180,0,2,0,0
ACCT100,0,18,2,2,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,17,1,2,0,0
ACCT100,0,55,0,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,61,2,2,0,0
ACCT100,0,71,2,2,0,0
ACCT100,0,43,2,2,0,0
ACCT100,0,43,2,2,0,0
ACCT100,0,79,2,2,0,0
ACCT100,0,79,2,1,0,0
ACCT100,0,79,2,1,0,0
ACCT100,0,57,2,3,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,75,1,2,0,0
ACCT100,0,56,3,2,0,0
ACCT100,0,61,2,2,0,0
ACCT100,0,38,3,2,0,0
ACCT100,0,6,0,2,0,0
ACCT100,0,56,3,2,0,0
ACCT100,0,56,3,2,0,0
ACCT100,0,34,2,1,0,0
ACCT100,0,21,3,2,0,0
ACCT100,0,23,2,2,0,0
ACCT100,0,71,5,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,74,2,2,0,0
ACCT100,0,65,2,2,0,0
ACCT100,0,53,3,3,0,0
ACCT100,0,180,0,1,0,0
ACCT100,0,180,0,1,0,0
ACCT100,0,56,3,2,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,57,2,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,30,2,2,0,0
ACCT100,0,30,2,2,0,0
ACCT100,0,83,4,2,0,0
ACCT100,0,282,1,2,0,0
ACCT100,0,12,3,2,0,0
ACCT100,0,12,3,2,0,0
ACCT100,0,26,1,2,0,0
ACCT100,0,1,4,1,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,2,0,1,0,0
ACCT100,0,67,2,2,0,0
ACCT100,0,27,1,3,0,0
ACCT100,0,21,2,2,0,0
ACCT100,0,27,1,2,0,0
ACCT100,0,5,0,2,0,0
ACCT100,0,26,2,2,0,0
ACCT100,0,73,1,2,0,0
ACCT100,0,13,8,2,0,0
ACCT100,0,12,2,2,0,0
ACCT100,0,74,0,2,0,0
ACCT100,0,55,2,2,0,0
ACCT100,0,54,1,2,0,0
ACCT100,0,19,0,1,0,0
ACCT100,0,0,0,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,1,1,2,0,0
ACCT100,0,5,0,1,0,0
ACCT100,0,32,3,2,0,0
ACCT100,0,30,0,2,0,0
ACCT100,0,51,2,2,0,0
ACCT100,0,1,0,2,0,0
ACCT100,0,39,3,2,0,0
ACCT100,0,48,0,2,0,0
ACCT100,0,8,2,2,0,0
ACCT100,0,116,3,2,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,19,1,2,0,0
ACCT100,0,117,0,2,0,0
ACCT100,0,117,0,2,0,0
ACCT100,0,9,0,2,0,0
ACCT100,0,32,0,1,0,0
ACCT100,0,43,1,2,0,0
ACCT100,0,43,1,2,0,0
ACCT100,0,59,1,2,0,0
ACCT100,0,53,2,2,0,0
ACCT100,0,39,3,1,0,0
ACCT100,0,19,1,2,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,19,0,1,0,0
ACCT100,0,54,2,2,0,0
ACCT100,0,74,3,2,0,0
ACCT100,0,10,2,2,0,0
ACCT100,0,20,1,2,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,4,0,1,0,0
ACCT100,0,6,0,1,0,0
ACCT100,0,33,2,2,0,0
ACCT100,0,41,2,2,0,0
ACCT100,0,51,2,2,0,0
ACCT100,0,25,2,2,0,0
ACCT100,0,2,1,1,0,0
ACCT100,0,43,2,2,0,0
ACCT100,0,55,1,2,0,0
ACCT100,0,13,2,2,0,0
ACCT100,0,5,4,2,0,0
ACCT100,0,43,1,2,0,0
ACCT100,0,14,1,2,1,0
ACCT100,0,4,1,1,0,0
ACCT100,0,39,3,1,0,0
ACCT100,0,276,1,2,0,0
ACCT100,0,277,1,2,0,0
ACCT100,0,277,1,2,0,0
ACCT100,0,78,0,2,0,0
ACCT100,0,15,2,1,0,0
ACCT100,0,25,1,2,0,0
ACCT100,0,4,1,2,0,0
ACCT100,0,47,2,2,0,0
ACCT100,0,46,1,1,0,0
ACCT100,0,50,2,2,0,0
ACCT100,0,8,1,1,0,0
ACCT100,0,8,1,1,0,0
ACCT100,0,47,2,1,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,175,2,2,0,0
ACCT100,0,18,3,2,0,0
ACCT100,0,62,2,2,0,0
ACCT100,0,43,1,2,0,0
ACCT100,0,69,1,2,0,0
ACCT100,0,83,3,2,0,0
ACCT100,0,46,2,2,0,0
ACCT100,0,54,3,2,0,0
ACCT100,0,7,1,1,0,0
ACCT100,0,31,2,2,0,0
ACCT100,0,60,1,2,0,0
ACCT100,0,12,2,2,0,0
ACCT100,0,110,2,2,0,0
ACCT100,0,43,2,2,0,0
ACCT100,0,8,1,1,0,0
ACCT100,0,8,1,1,0,0
ACCT100,0,24,1,2,0,0
ACCT100,0,104,3,2,0,0
ACCT100,0,49,2,2,0,0
ACCT100,0,40,3,2,0,0
ACCT100,0,43,1,2,0,0
ACCT100,0,56,3,2,0,0
ACCT100,0,1,2,1,0,0
ACCT100,0,21,7,2,0,0
ACCT100,0,20,4,2,0,0
ACCT100,0,6,1,2,0,0
ACCT100,0,15,2,2,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,7,1,1,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,12,1,1,0,0
ACCT100,0,14,1,1,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,31,2,2,0,0
ACCT100,0,16,1,2,0,0
ACCT100,0,20,2,2,0,0
ACCT100,0,16,1,2,0,0
ACCT100,0,11,2,2,0,0
ACCT100,0,10,2,1,0,0
ACCT100,0,9,1,1,0,0
ACCT100,0,47,3,2,0,0
ACCT100,0,33,2,2,0,0
ACCT100,0,20,2,1,0,0
ACCT100,0,6,1,1,0,0
ACCT100,0,10,2,1,0,0
ACCT100,0,35,1,1,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,20,2,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,61,3,3,0,0
ACCT100,0,8,2,2,0,0
ACCT100,0,8,2,2,0,0
ACCT100,0,2,2,2,0,0
ACCT100,0,3,3,2,0,0
ACCT100,0,190,2,2,0,0
ACCT100,0,6,2,2,0,0
ACCT100,0,7,2,2,0,0
ACCT100,0,27,2,2,0,0
ACCT100,0,13,2,2,0,0
ACCT100,0,83,2,2,0,0
ACCT100,0,82,2,2,0,0
ACCT100,0,22,2,2,0,0
ACCT100,0,17,2,2,0,0
ACCT100,0,2,2,2,0,0
ACCT100,0,13,1,2,0,0
ACCT100,0,0,2,2,0,0
ACCT100,0,32,2,2,0,0
ACCT100,0,22,2,1,0,0
ACCT100,0,17,3,2,0,0
ACCT100,0,107,2,2,0,0
ACCT100,0,14,2,1,0,0
ACCT100,0,134,2,2,0,0
ACCT100,0,104,3,2,0,0
ACCT100,0,26,2,1,0,0
ACCT100,0,2,3,2,0,0
ACCT100,0,19,3,2,0,0
ACCT100,0,51,3,2,0,0
ACCT100,0,49,3,2,0,0
ACCT100,0,29,3,2,0,0
ACCT100,0,52,3,2,0,0
ACCT100,0,0,3,1,0,0
ACCT100,0,7,3,2,0,0
ACCT100,0,5,3,1,0,0
ACCT100,0,199,2,3,0,0
ACCT100,0,0,2,2,0,0
ACCT100,0,76,3,2,0,0
ACCT100,0,30,2,1,0,0
ACCT100,0,13,2,1,0,0
ACCT100,0,17,1,1,0,0
ACCT100,0,13,2,1,0,0
ACCT100,0,11,3,2,0,0
ACCT100,0,1,2,2,0,0
ACCT100,0,52,3,2,0,0
ACCT100,0,10,3,2,0,0
ACCT100,0,55,3,2,0,0
ACCT100,0,9,3,2,0,0
ACCT100,0,98,3,2,0,0
ACCT100,0,26,4,2,0,0
ACCT100,0,9,3,2,0,0
ACCT100,0,56,2,2,0,0
ACCT100,0,35,3,1,0,0
ACCT100,0,85,3,2,0,0
ACCT100,0,19,3,1,0,0
ACCT100,0,49,3,2,0,0
ACCT100,0,60,3,2,0,0
ACCT100,0,85,3,2,0,0
ACCT100,0,6,3,1,0,0
ACCT100,0,17,1,2,0,0
ACCT100,0,40,3,2,0,0
ACCT100,0,8,3,2,0,0
ACCT100,0,125,2,2,0,0
ACCT100,0,32,4,2,0,0
ACCT100,0,14,3,2,0,0
ACCT100,0,9,2,1,0,0
ACCT100,0,68,3,2,0,0
ACCT100,0,95,3,2,0,0
ACCT100,0,53,3,2,0,0
ACCT100,0,112,3,2,0,0
ACCT100,0,6,3,1,0,0
ACCT100,0,53,3,2,0,0
ACCT100,0,50,3,2,0,0
ACCT100,0,7,1,1,0,0
ACCT100,0,140,41,0,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,43,3,2,0,0
ACCT100,0,7,3,2,0,0
ACCT100,0,19,3,2,0,0
ACCT100,0,53,5,2,0,0
ACCT100,0,1,5,1,0,0
ACCT100,0,50,1,2,0,0
ACCT100,0,71,4,2,0,0
ACCT100,0,8,4,1,0,0
ACCT100,0,0,0,0,1,0
ACCT100,0,0,0,0,1,0
ACCT100,0,1,3,2,0,0
ACCT100,0,59,2,2,0,0
ACCT100,0,45,4,2,0,0
ACCT100,0,54,3,2,0,0
ACCT100,0,21,4,2,0,0
ACCT100,0,16,2,2,0,0
ACCT100,0,44,4,2,0,0
ACCT100,0,18,4,2,0,0
ACCT100,0,2,3,1,0,0
ACCT100,0,2,3,1,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,0,1,1,0,0
ACCT100,0,0,4,1,0,0
ACCT100,0,44,4,2,0,0
ACCT100,0,2,3,1,0,0
ACCT100,0,49,3,3,0,0
ACCT100,0,0,1,2,0,0
ACCT100,0,0,1,2,0,0
ACCT100,0,1,3,2,0,0
ACCT100,0,80,4,2,0,0
ACCT100,0,96,3,1,0,0
ACCT100,0,96,3,2,0,0
ACCT100,0,94,4,2,0,0
ACCT100,0,37,2,2,0,0
ACCT100,0,53,4,2,0,0
ACCT100,0,37,2,2,0,0
ACCT100,0,11,4,2,0,0
ACCT100,0,17,1,2,0,0
ACCT100,0,29,1,1,0,0
ACCT100,0,53,4,2,0,0
ACCT100,0,49,4,2,0,0
ACCT100,0,36,4,2,0,0
ACCT100,0,27,4,2,0,0
ACCT100,0,3,4,2,0,0
ACCT100,0,13,5,2,0,0
ACCT100,0,53,4,2,0,0
ACCT100,0,9,2,2,0,0
ACCT100,0,19,3,2,0,0
ACCT100,0,26,2,2,0,0
ACCT100,0,21,3,2,0,0
