course,DFWINC,daysregb4classstart,numaddlcourses,YearsofCollege,is_repeating_course,workingfulltime
MIS100,0,2,1,1,0,0
MIS100,0,88,5,2,0,0
MIS100,0,88,5,2,0,0
MIS100,0,28,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,4,2,2,0,0
MIS100,0,64,1,2,0,0
MIS100,0,56,5,2,0,0
MIS100,0,89,4,2,0,0
MIS100,0,162,3,2,0,0
MIS100,0,86,3,2,0,0
MIS100,0,54,3,2,0,0
MIS100,0,54,4,2,0,0
MIS100,0,18,9,2,0,0
MIS100,0,55,3,2,0,0
MIS100,0,47,3,1,0,0
MIS100,0,47,3,1,0,0
MIS100,0,39,4,2,0,0
MIS100,0,128,3,2,0,0
MIS100,0,128,3,2,0,0
MIS100,0,94,10,2,0,0
MIS100,0,96,5,2,0,0
MIS100,0,33,4,2,0,0
MIS100,0,51,3,2,0,0
MIS100,0,53,8,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,155,4,2,0,0
MIS100,0,140,5,2,0,0
MIS100,0,43,4,2,0,0
MIS100,0,40,4,2,0,0
MIS100,0,31,5,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,12,4,2,0,0
MIS100,0,37,4,2,0,0
MIS100,0,92,2,1,0,0
MIS100,0,59,2,1,0,0
MIS100,0,92,2,1,0,0
MIS100,0,92,2,1,0,0
MIS100,0,0,1,3,0,0
MIS100,0,139,8,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,31,4,2,0,0
MIS100,0,92,2,1,0,0
MIS100,0,42,2,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,70,2,2,0,0
MIS100,0,36,5,2,0,0
MIS100,0,78,3,2,1,0
MIS100,0,78,8,2,0,0
MIS100,0,43,3,2,0,0
MIS100,0,132,5,2,0,0
MIS100,0,6,6,1,0,0
MIS100,0,2,2,2,0,0
MIS100,0,3,2,2,0,0
MIS100,0,3,2,1,0,0
MIS100,0,0,2,2,0,0
MIS100,0,152,4,2,0,0
MIS100,0,152,4,2,0,0
MIS100,0,14,2,2,0,0
MIS100,0,14,2,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,34,4,2,0,0
MIS100,0,2,2,2,0,0
MIS100,0,3,1,1,0,0
MIS100,0,152,4,2,0,0
MIS100,0,152,4,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,152,4,2,0,0
MIS100,0,152,4,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,2,2,2,0,0
MIS100,0,0,0,2,1,0
MIS100,0,79,2,2,0,0
MIS100,0,79,2,2,0,0
MIS100,0,80,5,2,0,0
MIS100,0,106,0,2,0,0
MIS100,0,109,1,2,0,0
MIS100,0,92,2,2,0,0
MIS100,0,39,0,2,0,0
MIS100,0,10,1,2,0,0
MIS100,0,8,2,2,0,0
MIS100,0,105,2,2,0,0
MIS100,0,40,2,2,0,0
MIS100,0,70,4,2,0,0
MIS100,0,21,1,2,0,0
MIS100,0,35,2,2,0,0
MIS100,0,35,1,2,0,0
MIS100,0,44,1,2,0,0
MIS100,0,42,1,3,0,0
MIS100,0,58,1,2,0,0
MIS100,0,42,1,2,0,0
MIS100,0,183,4,2,0,0
MIS100,0,182,4,2,1,0
MIS100,0,37,2,2,0,0
MIS100,0,92,3,2,0,0
MIS100,0,23,1,2,0,0
MIS100,0,21,2,2,0,0
MIS100,0,19,3,2,0,0
MIS100,0,27,2,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,49,1,2,0,0
MIS100,0,39,2,2,0,0
MIS100,0,39,2,2,0,0
MIS100,0,28,1,3,0,0
MIS100,0,1,0,2,0,0
MIS100,0,2,2,2,0,0
MIS100,0,1,2,2,1,0
MIS100,0,35,2,2,0,0
MIS100,0,35,2,2,0,0
MIS100,0,85,3,2,0,0
MIS100,0,85,3,2,0,0
MIS100,0,9,1,1,0,0
MIS100,0,85,3,2,0,0
MIS100,0,4,1,2,0,0
MIS100,0,28,0,2,0,0
MIS100,0,14,1,2,0,0
MIS100,0,9,1,2,0,0
MIS100,0,9,1,2,0,0
MIS100,0,13,5,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,98,4,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,1,0,0
MIS100,0,32,5,1,0,0
MIS100,0,32,5,1,0,0
MIS100,0,32,5,1,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,32,5,2,0,0
MIS100,0,39,0,2,0,0
MIS100,0,172,5,1,0,0
MIS100,0,60,1,2,0,0
MIS100,0,0,0,2,1,0
MIS100,0,160,5,2,0,0
MIS100,0,41,1,2,0,0
MIS100,0,15,1,2,0,0
MIS100,0,51,5,1,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,1,0,0
MIS100,0,90,5,2,0,0
MIS100,0,172,5,1,0,0
MIS100,0,36,0,1,0,0
MIS100,0,172,5,1,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,1,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,190,5,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,42,5,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,1,0,0
MIS100,0,0,0,1,0,0
MIS100,0,33,1,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,36,0,1,0,0
MIS100,0,1,6,2,0,0
MIS100,0,99,5,2,0,0
MIS100,0,1,0,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,172,5,2,0,0
MIS100,0,123,0,2,0,0
MIS100,0,38,5,2,0,0
MIS100,0,13,1,1,0,0
MIS100,0,0,1,1,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,1,0
MIS100,0,0,0,2,1,0
MIS100,0,6,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,6,1,2,0,0
MIS100,0,63,6,3,0,0
MIS100,0,100,3,2,0,0
MIS100,0,6,1,1,0,0
MIS100,0,29,5,1,0,0
MIS100,0,37,2,2,0,0
MIS100,0,13,1,1,0,0
MIS100,0,9,1,2,0,0
MIS100,0,6,1,1,0,0
MIS100,0,2,1,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,47,1,2,0,0
MIS100,0,6,0,1,0,0
MIS100,0,6,0,1,0,0
MIS100,0,115,3,1,0,0
MIS100,0,82,4,2,0,0
MIS100,0,73,0,2,0,0
MIS100,0,42,2,3,0,0
MIS100,0,30,7,2,0,0
MIS100,0,113,2,1,0,0
MIS100,0,113,2,2,0,0
MIS100,0,81,3,2,0,0
MIS100,0,21,2,1,0,0
MIS100,0,109,2,2,0,0
MIS100,0,109,2,2,0,0
MIS100,0,35,5,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,89,8,2,0,0
MIS100,0,5,1,1,0,0
MIS100,0,1,2,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,19,2,2,0,0
MIS100,0,0,2,1,0,0
MIS100,0,5,1,1,1,0
MIS100,0,0,2,1,1,0
MIS100,0,22,1,2,0,0
MIS100,0,2,2,2,0,0
MIS100,0,2,2,2,0,0
MIS100,0,5,1,1,0,0
MIS100,0,2,2,2,0,0
MIS100,0,71,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,100,2,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,63,2,2,0,0
MIS100,0,6,1,2,0,0
MIS100,0,10,1,2,1,0
MIS100,0,32,2,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,25,2,2,0,0
MIS100,0,22,7,2,0,0
MIS100,0,41,3,2,0,0
MIS100,0,15,2,2,0,0
MIS100,0,101,5,2,0,0
MIS100,0,104,6,2,0,0
MIS100,0,6,2,2,0,0
MIS100,0,86,10,2,0,0
MIS100,0,104,6,2,0,0
MIS100,0,72,2,2,0,0
MIS100,0,95,3,2,0,0
MIS100,0,3,8,2,0,0
MIS100,0,72,3,2,0,0
MIS100,0,72,3,2,0,0
MIS100,0,72,3,2,0,0
MIS100,0,46,3,2,0,0
MIS100,0,72,3,2,0,0
MIS100,0,83,3,2,0,0
MIS100,0,15,1,2,0,0
MIS100,0,68,3,2,0,0
MIS100,0,101,4,2,0,0
MIS100,0,108,3,1,0,0
MIS100,0,7,1,1,0,0
MIS100,0,6,1,1,1,0
MIS100,0,6,1,1,1,0
MIS100,0,22,3,2,0,0
MIS100,0,5,2,1,0,0
MIS100,0,6,1,1,0,0
MIS100,0,6,1,1,0,0
MIS100,0,3,0,1,1,0
MIS100,0,6,1,1,1,0
MIS100,0,179,2,2,0,0
MIS100,0,179,2,2,0,0
MIS100,0,88,5,2,0,0
MIS100,0,0,2,2,0,0
MIS100,0,9,1,1,0,0
MIS100,0,6,0,1,1,0
MIS100,0,2,2,1,1,0
MIS100,0,9,1,1,0,0
MIS100,0,5,3,1,0,0
MIS100,0,5,2,1,1,0
MIS100,0,3,2,1,1,0
MIS100,0,42,1,2,0,0
MIS100,0,44,2,2,0,0
MIS100,0,20,2,2,1,0
MIS100,0,1,1,2,0,0
MIS100,0,1,3,2,0,0
MIS100,0,56,3,2,0,0
MIS100,0,56,3,2,0,0
MIS100,0,35,3,2,0,0
MIS100,0,6,1,2,0,0
MIS100,0,62,3,1,0,0
MIS100,0,64,4,2,0,0
MIS100,0,2,3,1,0,0
MIS100,0,5,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,72,3,1,0,0
MIS100,0,44,4,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,85,1,2,0,0
MIS100,0,92,6,2,0,0
MIS100,0,1,0,2,0,0
MIS100,0,10,4,2,0,0
MIS100,0,64,3,2,0,0
MIS100,0,31,10,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,1,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,100,5,1,0,0
MIS100,0,100,5,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,12,3,2,0,0
MIS100,0,132,4,2,1,0
MIS100,0,21,4,1,0,0
MIS100,0,53,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,26,5,2,0,0
MIS100,0,26,5,2,0,0
MIS100,0,26,5,2,0,0
MIS100,0,111,2,2,0,0
MIS100,0,111,2,1,0,0
MIS100,0,111,2,2,0,0
MIS100,0,5,3,2,0,0
MIS100,0,37,3,1,0,0
MIS100,0,84,4,2,0,0
MIS100,0,21,2,1,0,0
MIS100,0,12,2,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,5,1,1,0,0
MIS100,0,5,1,2,0,0
MIS100,0,24,1,2,0,0
MIS100,0,74,4,2,0,0
MIS100,0,44,5,2,0,0
MIS100,0,5,1,2,0,0
MIS100,0,2,4,2,0,0
MIS100,0,70,4,2,0,0
MIS100,0,39,3,2,0,0
MIS100,0,69,4,2,0,0
MIS100,0,1,3,1,0,0
MIS100,0,99,5,2,0,0
MIS100,0,101,5,2,0,0
MIS100,0,43,4,2,0,0
MIS100,0,64,4,2,0,0
MIS100,0,20,4,2,0,0
MIS100,0,100,5,2,0,0
MIS100,0,33,4,1,0,0
MIS100,0,6,1,2,0,0
MIS100,0,44,4,3,0,0
MIS100,0,14,3,2,0,0
MIS100,0,160,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,14,1,2,0,0
MIS100,0,20,3,2,0,0
MIS100,0,18,4,2,1,0
MIS100,0,13,2,2,0,0
MIS100,0,18,2,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,6,2,2,0,0
MIS100,0,124,3,2,0,0
MIS100,0,44,2,2,0,0
MIS100,0,4,1,2,0,0
MIS100,0,4,1,1,0,0
MIS100,0,0,1,2,0,0
MIS100,0,13,2,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,1,0,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,2,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,47,1,1,0,0
MIS100,0,47,1,1,0,0
MIS100,0,47,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,197,1,1,0,0
MIS100,0,47,5,1,0,0
MIS100,0,8,1,2,0,0
MIS100,0,8,2,2,1,0
MIS100,0,3,2,1,0,0
MIS100,0,3,2,2,0,0
MIS100,0,18,2,2,0,0
MIS100,0,13,2,2,0,0
MIS100,0,61,5,3,0,0
MIS100,0,0,0,2,1,0
MIS100,0,0,0,2,1,0
MIS100,0,4,1,2,0,0
MIS100,0,4,1,2,0,0
MIS100,0,5,1,2,0,0
MIS100,0,22,1,2,0,0
MIS100,0,73,2,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,43,1,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,62,0,2,0,0
MIS100,0,30,1,3,0,0
MIS100,0,30,1,2,0,0
MIS100,0,7,3,3,0,0
MIS100,0,6,1,2,0,0
MIS100,0,43,1,2,0,0
MIS100,0,17,1,2,0,0
MIS100,0,23,2,3,0,0
MIS100,0,91,5,2,0,0
MIS100,0,3,3,1,0,0
MIS100,0,3,3,1,0,0
MIS100,0,17,0,1,0,0
MIS100,0,11,1,2,0,0
MIS100,0,86,2,2,0,0
MIS100,0,43,5,2,0,0
MIS100,0,23,1,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,73,0,2,0,0
MIS100,0,0,0,2,1,0
MIS100,0,5,0,2,0,0
MIS100,0,0,0,2,0,0
MIS100,0,18,1,1,0,0
MIS100,0,5,0,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,112,0,2,0,0
MIS100,0,31,1,1,0,0
MIS100,0,26,2,2,0,0
MIS100,0,113,3,2,0,0
MIS100,0,13,0,2,0,0
MIS100,0,104,3,2,0,0
MIS100,0,97,5,2,0,0
MIS100,0,0,6,2,0,0
MIS100,0,11,1,2,0,0
MIS100,0,101,3,2,0,0
MIS100,0,0,1,1,0,0
MIS100,0,4,1,1,1,0
MIS100,0,7,1,1,1,0
MIS100,0,11,1,1,1,1
MIS100,0,0,1,2,0,0
MIS100,0,0,1,2,1,0
MIS100,0,0,1,1,0,0
MIS100,0,3,2,2,0,0
MIS100,0,0,1,1,0,0
MIS100,0,0,1,2,0,0
MIS100,0,0,1,1,0,0
MIS100,0,35,1,2,0,0
MIS100,0,5,1,1,0,0
MIS100,0,5,1,1,1,0
MIS100,0,7,2,1,1,0
MIS100,0,7,1,1,1,0
MIS100,0,33,1,2,1,0
MIS100,0,70,2,2,1,0
MIS100,0,7,2,1,1,0
MIS100,0,3,1,1,1,0
MIS100,0,33,2,1,1,0
MIS100,0,33,2,2,1,0
MIS100,0,143,6,2,0,0
MIS100,0,12,2,2,0,0
MIS100,0,9,1,2,0,0
MIS100,0,78,2,2,0,0
MIS100,0,94,3,2,0,0
MIS100,0,145,5,2,1,0
MIS100,0,104,3,2,0,0
MIS100,0,152,2,2,0,0
MIS100,0,152,2,2,0,0
MIS100,0,140,5,2,0,0
MIS100,0,113,5,2,0,0
MIS100,0,12,1,2,0,0
MIS100,0,29,2,2,0,0
MIS100,0,15,2,1,0,0
MIS100,0,1,1,1,0,0
MIS100,0,1,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,147,1,2,0,0
MIS100,0,13,2,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,6,2,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,117,2,2,0,0
MIS100,0,35,2,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,12,1,2,0,0
MIS100,0,6,1,2,0,0
MIS100,0,147,5,2,0,0
MIS100,0,35,2,2,0,0
MIS100,0,13,0,2,1,0
MIS100,0,294,5,2,0,0
MIS100,0,35,2,2,0,0
MIS100,0,12,1,2,0,0
MIS100,0,105,0,2,0,0
MIS100,0,137,2,2,0,0
MIS100,0,2,1,2,0,0
MIS100,0,0,5,1,0,0
MIS100,0,78,5,1,0,0
MIS100,0,78,5,2,0,0
MIS100,0,101,5,1,0,0
MIS100,0,101,5,2,0,0
MIS100,0,143,5,2,0,0
MIS100,0,35,3,2,0,0
MIS100,0,101,5,1,0,0
MIS100,0,3,3,1,0,0
MIS100,0,10,3,2,0,0
MIS100,0,74,2,2,0,0
MIS100,0,1,4,2,0,0
MIS100,0,3,1,1,0,0
MIS100,0,29,3,2,0,0
MIS100,0,1,3,1,0,0
MIS100,0,98,4,2,0,0
MIS100,0,16,5,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,105,0,2,0,0
MIS100,0,91,2,2,0,0
MIS100,0,35,3,2,0,0
MIS100,0,35,3,2,0,0
MIS100,0,13,0,2,1,0
MIS100,0,294,5,2,0,0
MIS100,0,102,5,2,0,0
MIS100,0,16,5,1,0,0
MIS100,0,103,3,2,0,0
MIS100,0,101,5,2,0,0
MIS100,0,16,5,1,0,0
MIS100,0,16,5,2,0,0
MIS100,0,1,1,1,0,0
MIS100,0,79,5,2,0,0
MIS100,0,16,5,2,0,0
MIS100,0,16,5,2,0,0
MIS100,0,16,5,2,0,0
MIS100,0,102,4,2,0,0
MIS100,0,99,7,2,0,0
MIS100,0,101,5,2,0,0
MIS100,0,0,1,2,1,0
MIS100,0,212,2,2,0,0
MIS100,0,104,7,2,0,0
MIS100,0,40,5,2,0,0
MIS100,0,76,4,2,0,0
MIS100,0,106,5,2,0,0
MIS100,0,87,5,2,0,0
MIS100,0,101,5,2,0,0
MIS100,0,103,5,2,0,0
MIS100,0,94,5,2,0,0
MIS100,0,98,4,1,0,0
MIS100,0,98,4,2,0,0
MIS100,0,99,5,2,0,0
MIS100,0,25,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,140,1,2,0,0
MIS100,0,4,1,1,0,0
MIS100,0,32,1,2,0,0
MIS100,0,32,1,2,0,0
MIS100,0,3,3,2,0,0
MIS100,0,0,3,1,0,0
MIS100,0,101,6,2,0,0
MIS100,0,101,6,2,0,0
MIS100,0,78,3,3,0,0
MIS100,0,107,5,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,75,7,2,0,0
MIS100,0,115,5,2,0,0
MIS100,0,108,5,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,117,4,2,0,0
MIS100,0,75,4,2,0,0
MIS100,0,75,4,1,0,0
MIS100,0,99,4,2,0,0
MIS100,0,33,4,2,0,0
MIS100,0,2,4,2,0,0
MIS100,0,103,5,2,0,0
MIS100,0,98,4,3,0,0
MIS100,0,3,5,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,4,1,1,0,0
MIS100,0,97,5,2,0,0
MIS100,0,109,5,2,0,0
MIS100,0,153,3,3,0,0
MIS100,0,4,1,2,0,0
MIS100,0,4,1,2,0,0
MIS100,0,159,3,2,0,0
MIS100,0,115,3,2,1,0
MIS100,0,159,3,2,0,0
MIS100,0,115,3,2,1,0
MIS100,0,159,3,2,0,0
MIS100,0,151,5,2,0,0
MIS100,0,1,2,2,0,0
MIS100,0,11,2,2,1,0
MIS100,0,2,1,2,1,0
MIS100,0,2,1,2,1,0
MIS100,0,2,1,2,0,0
MIS100,0,108,5,2,0,0
MIS100,0,102,2,2,0,0
MIS100,0,102,2,2,0,0
MIS100,0,104,8,2,0,0
MIS100,0,93,3,2,0,0
MIS100,0,93,3,2,0,0
MIS100,0,40,1,2,0,0
MIS100,0,15,1,2,0,0
MIS100,0,30,1,2,0,0
MIS100,0,21,1,2,0,0
MIS100,0,113,3,2,0,0
MIS100,0,113,3,2,0,0
MIS100,0,104,5,2,0,0
MIS100,0,159,3,2,0,0
MIS100,0,10,1,2,1,0
MIS100,0,115,3,2,1,0
MIS100,0,78,8,2,0,0
MIS100,0,32,1,2,0,0
MIS100,0,17,3,2,0,0
MIS100,0,113,1,2,0,0
MIS100,0,1,0,1,0,0
MIS100,0,1,2,1,1,0
MIS100,0,100,8,2,0,0
MIS100,0,100,8,2,0,0
MIS100,0,38,2,2,0,0
MIS100,0,38,2,2,0,0
MIS100,0,38,2,2,0,0
MIS100,0,110,5,2,0,0
MIS100,0,82,1,1,0,0
MIS100,0,103,5,2,0,0
MIS100,0,103,5,2,0,0
MIS100,0,29,2,1,0,0
MIS100,0,136,5,2,0,0
MIS100,0,78,1,1,0,0
MIS100,0,3,1,2,0,0
MIS100,0,81,0,2,0,0
MIS100,0,109,5,2,0,0
MIS100,0,27,2,2,0,0
MIS100,0,59,0,2,0,0
MIS100,0,89,5,2,0,0
MIS100,0,44,1,1,0,0
MIS100,0,101,7,2,0,0
MIS100,0,109,5,2,0,0
MIS100,0,112,2,2,0,0
MIS100,0,103,5,2,0,0
MIS100,0,28,3,2,0,0
MIS100,0,164,3,1,0,0
MIS100,0,164,3,2,0,0
MIS100,0,118,5,2,0,0
MIS100,0,99,9,2,0,0
MIS100,0,4,1,1,0,0
MIS100,0,30,0,2,0,0
MIS100,0,6,0,1,0,0
MIS100,0,39,0,1,0,0
MIS100,0,18,0,1,0,0
MIS100,0,146,2,1,0,0
MIS100,0,146,2,2,0,0
MIS100,0,146,2,2,0,0
MIS100,0,45,0,2,0,0
MIS100,0,58,0,2,0,0
MIS100,0,0,0,1,0,0
MIS100,0,103,10,2,0,0
MIS100,0,61,8,2,1,0
MIS100,0,40,0,1,0,0
MIS100,0,58,0,3,0,0
MIS100,0,58,0,2,0,0
MIS100,0,38,0,2,0,0
MIS100,0,176,0,2,0,0
MIS100,0,37,0,2,0,0
MIS100,0,0,0,1,0,0
MIS100,0,6,1,1,1,0
MIS100,0,5,0,2,0,0
MIS100,0,16,0,1,0,0
MIS100,0,46,0,2,0,0
MIS100,0,19,1,2,0,0
MIS100,0,164,3,2,0,0
MIS100,0,18,0,1,0,0
MIS100,0,82,0,1,0,0
MIS100,0,67,10,2,0,0
MIS100,0,4,1,2,0,0
MIS100,0,21,0,1,0,0
MIS100,0,21,0,1,0,0
MIS100,0,163,3,2,0,0
MIS100,0,45,0,1,0,0
MIS100,0,27,2,2,0,0
MIS100,0,98,4,2,0,0
MIS100,0,58,0,3,0,0
MIS100,0,5,0,2,0,0
MIS100,0,12,1,2,0,0
MIS100,0,36,1,2,0,0
MIS100,0,18,0,2,0,0
MIS100,0,15,1,2,0,0
MIS100,0,21,0,1,0,0
MIS100,0,92,5,2,0,0
MIS100,0,108,6,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,22,1,1,0,0
MIS100,0,22,1,2,0,0
MIS100,0,28,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,1,1,1,0,0
MIS100,0,1,1,1,0,0
MIS100,0,1,1,1,0,0
MIS100,0,108,6,2,0,0
MIS100,0,104,5,2,0,0
MIS100,0,3,1,2,0,0
MIS100,0,6,0,2,0,0
MIS100,0,97,1,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,21,1,2,0,0
MIS100,0,31,1,2,0,0
MIS100,0,37,2,2,0,0
MIS100,0,121,5,2,0,0
MIS100,0,0,1,1,0,0
MIS100,0,84,10,2,0,0
MIS100,0,113,7,2,0,0
MIS100,0,26,3,2,0,0
MIS100,0,108,5,2,0,0
MIS100,0,73,7,2,1,0
MIS100,0,140,7,2,1,0
MIS100,0,46,2,2,0,0
MIS100,0,56,5,2,0,0
MIS100,0,72,6,1,0,0
MIS100,0,56,5,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,26,2,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,40,2,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,56,5,2,0,0
MIS100,0,56,5,2,0,0
MIS100,0,103,7,2,0,0
MIS100,0,39,2,2,0,0
MIS100,0,67,4,2,0,0
MIS100,0,84,15,2,0,0
MIS100,0,0,2,1,0,0
MIS100,0,115,5,2,0,0
MIS100,0,52,7,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,59,2,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,10,1,1,1,0
MIS100,0,6,1,1,1,0
MIS100,0,17,2,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,52,7,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,52,7,2,0,0
MIS100,0,107,5,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,43,1,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,48,1,2,0,0
MIS100,0,31,2,2,0,0
MIS100,0,31,2,3,0,0
MIS100,0,5,1,1,0,0
MIS100,0,5,1,1,0,0
MIS100,0,5,1,1,0,0
MIS100,0,0,2,1,0,0
MIS100,0,8,2,2,0,0
MIS100,0,108,5,1,0,0
MIS100,0,54,2,2,0,0
MIS100,0,56,5,2,0,0
MIS100,0,72,1,2,0,0
MIS100,0,39,2,3,0,0
MIS100,0,38,6,1,0,0
MIS100,0,38,6,2,0,0
MIS100,0,8,2,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,236,3,2,0,0
MIS100,0,11,0,2,0,0
MIS100,0,41,1,2,0,0
MIS100,0,236,3,2,0,0
MIS100,0,0,1,2,0,0
MIS100,0,89,5,2,0,0
MIS100,0,7,1,2,0,0
MIS100,0,236,3,2,0,0
MIS100,0,11,0,2,0,0
MIS100,0,7,4,2,1,0
MIS100,0,70,4,2,1,0
MIS100,0,1,2,2,1,0
MIS100,0,6,2,1,0,0
MIS100,0,39,2,2,0,0
MIS100,0,97,8,2,0,0
MIS100,0,48,3,2,0,0
MIS100,0,92,3,2,0,0
MIS100,0,1,1,2,0,0
MIS100,0,119,1,1,0,0
